"Company","Location","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","LaunchAddress","LaunchCitystate","LaunchCountry"
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","6/23/70","14:15:00",Vostok-2M,Meteor n†­16,Retired,"",Success,Site 41/1, Plesetsk Cosmodrome, Russia
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","6/25/70","14:50:00",Titan III(23)B,OPS 6820,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","6/26/70","3:23:00",Molniya-M /Block L,Molniya-1 n†­21,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","6/26/70","12:00:00",Voskhod,Cosmos 350,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","6/27/70","7:39:00",Cosmos-2I (63SM),Cosmos 351,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","6/27/70","16:40:00",Cosmos-3M (11K65M),Strela-2M satellite,Retired,"",Failure,Site 132/2, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","7/7/70","10:30:00",Voskhod,Cosmos 352,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","7/9/70","13:35:00",Voskhod,Cosmos 353,Retired,"",Success,Site 41/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","7/21/70","12:30:00",Voskhod,Zenit-4 n†­75,Retired,"",Failure,Site 43/4, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan","7/28/70","22:00:00",Tsyklon,Cosmos 354,Retired,"",Success,Site 191/66, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","7/31/70","2:00:00",Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,"",Success,Site 86/1, Kapustin Yar, Russia
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","8/7/70","2:59:00",Cosmos-2I (63SM),Intercosmos-3,Retired,"",Success,Site 86/1, Kapustin Yar, Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","8/7/70","9:30:00",Voskhod,Cosmos 355,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","8/10/70","19:59:00",Cosmos-2I (63SM),Cosmos 356,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","8/17/70","5:38:00",Molniya-M /Block NVL,Venera 7,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","8/18/70","14:45:00",Titan III(23)B,OPS 7874,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","8/19/70","14:59:00",Cosmos-2I (63SM),Cosmos 357,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","8/20/70","14:30:00",Cosmos-3M (11K65M),Cosmos 358,Retired,"",Partial Failure,Site 132/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","8/22/70","5:06:00",Molniya-M /Block NVL,Cosmos 359,Retired,"",Partial Failure,Site 31/6, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","8/29/70","8:30:00",Voskhod,Cosmos 360,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","9/1/70","1:00:00",Atlas-SLV3A Agena-D,AFP-827 (Canyon-3),Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","9/8/70","10:30:00",Voskhod,Cosmos 361,Retired,"",Success,Site 41/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","9/12/70","13:25:00",Proton K/Block D,Luna-16,Retired,"",Success,Site 81/23, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","9/16/70","12:00:00",Cosmos-2I (63SM),Cosmos 362,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","9/17/70","8:10:00",Voskhod,Cosmos 363,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
ISAS,"Mu Pad, Uchinoura Space Center, Japan","9/22/70","5:00:00",Mu-IV S,Shinsei,Retired,"",Failure,Mu Pad, Uchinoura Space Center, Japan
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","9/22/70","13:00:00",Voskhod,Cosmos 364,Retired,"",Success,Site 41/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","9/25/70","14:05:00",Tsyklon,Cosmos 365,Retired,"",Success,Site 161/35, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","9/29/70","8:14:00",Molniya-M /Block L,Molniya-1 n†­19,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","10/1/70","8:20:00",Voskhod,Cosmos 366,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","10/3/70","10:26:00",Tsyklon-2,Cosmos 367,Retired,"",Success,Site 90/19, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","10/8/70","12:39:00",Voskhod,Cosmos 368,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","10/8/70","15:10:00",Cosmos-2I (63SM),Cosmos 369,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","10/9/70","11:04:00",Voskhod,Cosmos 370,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","10/12/70","13:57:00",Cosmos-3M (11K65M),Cosmos 371,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","10/14/70","11:30:00",Cosmos-2I (63SM),Intercosmos-4,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","10/15/70","11:22:00",Vostok-2M,Meteor n†­17,Retired,"",Success,Site 41/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","10/16/70","15:00:00",Cosmos-3M (11K65M),Cosmos 372,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","10/20/70","5:38:00",Tsyklon-2,Cosmos 373,Retired,"",Success,Site 90/19, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","10/20/70","19:55:00",Proton K/Block D,Zond-8,Retired,"",Success,Site 81/23, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","10/23/70","4:42:00",Tsyklon-2,Cosmos 374,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","10/23/70","17:40:00",Titan III(23)B,OPS 7568,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","10/30/70","2:36:00",Tsyklon-2,Cosmos 375,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","10/30/70","13:20:00",Voskhod,Cosmos 376,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
RAE,"LA-5B, RAAF Woomera Range Complex, Australia","11/2/70","0:34:00",Black Arrow,Orba,Retired,"",Failure,LA-5B, RAAF Woomera Range Complex, Australia
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","11/6/70","10:35:00",Titan III(23)C,OPS-5960 (IMEWS-1/DSP-1),Retired,"",Partial Failure, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","11/10/70","14:40:00",Proton K/Block D,Luna-17,Retired,"",Success,Site 81/23, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","11/11/70","9:20:00",Voskhod,Cosmos 377,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","11/17/70","",Cosmos-3M (11K65M),Cosmos 378,Retired,"",Success,Site 132/2, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","11/24/70","5:15:00",Soyuz L,Cosmos 379 (T2K Lunar Lander),Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","11/24/70","10:59:00",Cosmos-2I (63SM),Cosmos 380,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","11/27/70","15:47:00",Molniya-M /Block L,Molniya-1 n†­23,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","11/30/70","22:40:00",Atlas-SLV3C Centaur-D,OAO-B,Retired,"",Failure, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","12/2/70","4:00:00",Cosmos-3M (11K65M),Cosmos 381,Retired,"",Success,Site 132/2, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","12/2/70","17:00:00",Proton K/Block D,Cosmos 382 (L1E),Retired,"",Success,Site 81/23, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","12/3/70","13:55:00",Voskhod,Cosmos 383,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","12/10/70","11:10:00",Voskhod,Cosmos 384,Retired,"",Success,Site 41/1, Plesetsk Cosmodrome, Russia
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya","12/12/70","10:53:00",Scout B,Explorer 42,Retired,"",Success,SM Launch Tab, San Marco Launch Platform, Kenya
CNES,"ELD, Guiana Space Centre, French Guiana, France","12/12/70","12:00:00",Diamant B,P??ole,Retired,"",Success, Guiana Space Centre, French Guiana, France
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","12/12/70","13:00:00",Cosmos-3M (11K65M),Cosmos 385,Retired,"",Success,Site 132/2, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","12/15/70","10:00:00",Voskhod,Cosmos 386,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","12/16/70","4:30:00",Cosmos-3M (11K65M),Cosmos 387,Retired,"",Success,Site 132/2, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","12/18/70","9:39:00",Cosmos-2I (63SM),Cosmos 388,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","12/18/70","16:15:00",Vostok-2M,Cosmos 389,Retired,"",Success,Site 41/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","12/22/70","21:30:00",Cosmos-3M (11K65M),DS-P1-M #1,Retired,"",Failure,Site 132/2, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","12/25/70","3:50:00",Molniya-M /Block L,Molniya-1 n†­22,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","1/12/71","9:30:00",Voskhod,Cosmos 390,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","1/14/71","12:00:00",Cosmos-2I (63SM),Cosmos 391,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","1/20/71","11:24:00",Vostok-2M,Meteor n†­18,Retired,"",Success,Site 41/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","1/21/71","8:40:00",Voskhod,Cosmos 392,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","1/21/71","18:28:00",Titan III(23)B,OPS 7776,Retired,"",Success, Vandenberg AFB, California, USA
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","1/26/71","0:36:00",Atlas-SLV3C Centaur-D,Intelsat 4 F2,Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","1/26/71","12:44:00",Cosmos-2I (63SM),Cosmos 393,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA","1/31/71","21:03:00",Saturn V,Apollo 14,Retired,"1160.00",Success, Kennedy Space Center, Florida, USA
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","2/9/71","18:48:00",Cosmos-3M (11K65M),Cosmos 394,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
ISAS,"Mu Pad, Uchinoura Space Center, Japan","2/16/71","4:00:00",Mu-IV S,Tansei 1,Retired,"",Success,Mu Pad, Uchinoura Space Center, Japan
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","2/17/71","21:10:00",Cosmos-3M (11K65M),Cosmos 395,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","2/18/71","13:59:00",Voskhod,Cosmos 396,Retired,"",Success,Site 43/3, Plesetsk Cosmodrome, Russia
ISAS,"Mu Pad, Uchinoura Space Center, Japan","2/21/71","5:00:00",Mu-III C,Hakucho,Retired,"",Success,Mu Pad, Uchinoura Space Center, Japan
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","2/25/71","11:11:00",Tsyklon-2,Cosmos 397,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","2/26/71","5:06:00",Soyuz L,Cosmos 398 (T2K Lunar Lander),Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","3/3/71","9:30:00",Voskhod,Cosmos 399,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China","3/3/71","12:15:00",Long March 1,Shijian 1,Retired,"",Success,Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","3/4/71","14:27:00",Tsyklon-2,Cosmos 404,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","3/5/71","1:02:00",Voskhod,Zenit-2M n†­17,Retired,"",Failure,Site 43/4, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","3/5/71","8:15:00",Cosmos-2I (63SM),DS-P1-You #39,Retired,"",Failure,Site 86/1, Kapustin Yar, Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","3/18/71","21:45:00",Cosmos-3M (11K65M),Cosmos 400,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","3/21/71","3:45:00",Titan-III(33)B Agena-D,Jumpseat 1,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","3/23/71","11:30:00",Cosmos-3M (11K65M),Cosmos 407,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","3/27/71","10:59:00",Voskhod,Cosmos 401,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","4/1/71","11:29:00",Tsyklon-2,Cosmos 402,Retired,"",Success,Site 90/19, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","4/2/71","8:20:00",Voskhod,Cosmos 403,Retired,"",Success,Site 43/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","4/7/71","7:10:00",Vostok-2M,Cosmos 405,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","4/14/71","8:00:00",Voskhod,Cosmos 406,Retired,"",Success,Site 43/3, Plesetsk Cosmodrome, Russia
CNES,"ELD, Guiana Space Centre, French Guiana, France","4/15/71","9:09:00",Diamant B,Tournesol,Retired,"",Success, Guiana Space Centre, French Guiana, France
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","4/17/71","11:44:00",Vostok-2M,Meteor n†­19,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","4/19/71","1:40:00",Proton K,Saliout-1,Retired,"",Success,Site 81/24, Baikonur Cosmodrome, Kazakhstan
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","4/22/71","4:22:00",Cosmos-3MRB (65MRB),BOR-2 Shuttle,Retired,"",Success,Site 86/1, Kapustin Yar, Russia
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","4/22/71","15:30:00",Titan III(23)B,OPS 7899,Retired,"",Success, Vandenberg AFB, California, USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","4/22/71","23:54:00",Soyuz,Soyuz 10,Retired,"",Success,Site 1/5, Baikonur Cosmodrome, Kazakhstan
ASI,"Santa Rita 2, San Marco Launch Platform, Kenya","4/24/71","7:32:00",Scout B,San Marco 3,Retired,"",Success,Santa Rita 2, San Marco Launch Platform, Kenya
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","4/24/71","11:15:00",Cosmos-2I (63SM),Cosmos 408,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","4/28/71","14:35:00",Cosmos-3M (11K65M),Cosmos 409,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
