"Company","Location","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","LaunchAddress","LaunchCitystate","LaunchCountry"
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","9/26/93","1:45:00",Ariane 40,"SPOT-3, Stella & Others",Retired,"",Success, Guiana Space Centre, French Guiana, France
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","10/5/93","17:56:00",Titan II(23)G,Landsat 6,Retired,"35.00",Failure, Vandenberg AFB, California, USA
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","10/8/93","8:00:00",Long March 2C,FSW-1 No.5,Active,"30.80",Success,Site 138 (LA-2B), Jiuquan Satellite Launch Center, China
NASA,"LC-39B, Kennedy Space Center, Florida, USA","10/18/93","14:53:00",Space Shuttle Columbia,STS-58,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","10/22/93","6:46:00",Ariane 44LP,Intelsat 701,Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","10/26/93","13:00:00",Cosmos-3M (11K65M),Cosmos 2265,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","10/26/93","17:04:00",Delta II 7925,USA-96 (GPS IIA-14),Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","11/2/93","12:10:00",Cosmos-3M (11K65M),Cosmos 2266,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","11/20/93","1:17:00",Ariane 44LP,"Solidaridad 1, Meteosat 6",Retired,"",Success, Guiana Space Centre, French Guiana, France
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","11/28/93","23:40:00",Atlas II,USA-97 (DSCS IIIB-10,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA","12/2/93","9:27:00",Space Shuttle Endeavour,STS-61,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","12/8/93","0:48:00",Delta II 7925,NATO 4B,Retired,"",Success, Cape Canaveral AFS, Florida, USA
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","12/16/93","0:38:00",Atlas IIAS,Telstar 401,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","12/18/93","1:27:00",Ariane 44L,"DBS-1, Thaicom-1",Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","12/22/93","20:37:00",Molniya-M /Block ML,Molniya-1T n†­160,Retired,"",Success,Site 43/3, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","1/24/94","21:37:00",Ariane 44LP,"Eutelsat 2F5, Turksat 1A",Retired,"",Failure, Guiana Space Centre, French Guiana, France
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","1/25/94","0:25:00",Tsyklon-3,Meteor-3 n†­6 & Tubsat-B,Retired,"",Success,Site 32/1, Plesetsk Cosmodrome, Russia
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","1/25/94","16:34:00",Titan II(23)G,Clementine,Retired,"35.00",Success, Vandenberg AFB, California, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","2/3/94","12:10:00",Space Shuttle Discovery,STS-60,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
MHI,"LA-Y1, Tanegashima Space Center, Japan","2/3/94","22:20:00",H-II,Ryusei & Myojo,Retired,"",Success,LA-Y1, Tanegashima Space Center, Japan
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","2/7/94","21:47:00",Titan IV(401)A,Milstar DFS-1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASC,"LC-2, Xichang Satellite Launch Center, China","2/8/94","8:34:00",Long March 3A,"Shijian 4, Kuafu-1 (mass simulator)",Active,"69.70",Success,LC-2, Xichang Satellite Launch Center, China
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","2/12/94","8:54:00",Tsyklon-3,Cosmos 2268 to 2273,Retired,"",Success,Site 32/1, Plesetsk Cosmodrome, Russia
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","3/2/94","3:25:00",Tsyklon-3,Koronas I,Retired,"",Success,Site 32/2, Plesetsk Cosmodrome, Russia
NASA,"LC-39B, Kennedy Space Center, Florida, USA","3/4/94","13:53:00",Space Shuttle Columbia,STS-62,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","3/10/94","3:40:00",Delta II 7925,USA-100 (GPS IIA-15)/SEDS-2,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Northrop,"SLC-576E, Vandenberg AFB, California, USA","3/13/94","22:32:00",Minotaur C (Taurus),STEP Mission 0 & DARPASAT,Active,"45.00",Success, Vandenberg AFB, California, USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","3/19/94","23:45:00",Delta II 7925-8,Galaxy 1R,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","4/9/94","11:05:00",Space Shuttle Endeavour,STS-59,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","4/13/94","6:04:00",Atlas I,GOES-I,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","4/23/94","8:01:00",Zenit-2,Cosmos 2278,Retired,"",Success,Site 45/1, Baikonur Cosmodrome, Kazakhstan
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","4/26/94","2:14:00",Cosmos-3M (11K65M),Cosmos 2279,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","5/3/94","15:55:00",Titan IV(401)A,Trumpet,Retired,"",Success, Cape Canaveral AFS, Florida, USA
ISRO,"SLV LP, Satish Dhawan Space Centre, India","5/4/94","0:00:00",ASLV,SROSS C2,Retired,"",Success,SLV LP, Satish Dhawan Space Centre, India
Northrop,"NB-52B Carrier, Edwards AFB, California, USA","5/19/94","17:03:00",Pegasus/HAPS,STEP-2,Retired,"40.00",Partial Failure, Edwards AFB, California, USA
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","5/25/94","10:14:00",Tsyklon-3,Cosmos 2281,Retired,"",Failure,Site 32/2, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","6/17/94","7:07:00",Ariane 44LP,"Intelsat 702, STRV 1A & 1B",Retired,"",Success, Guiana Space Centre, French Guiana, France
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","6/24/94","13:50:00",Atlas I,UHF F3,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Northrop,"Stargazer, Vandenberg AFB, California, USA","6/27/94","21:15:00",Pegasus XL,STEP-1,Active,"40.00",Failure, Vandenberg AFB, California, USA
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","7/3/94","8:00:00",Long March 2D,FSW-2 No.2,Active,"29.75",Success,Site 138 (LA-2B), Jiuquan Satellite Launch Center, China
NASA,"LC-39A, Kennedy Space Center, Florida, USA","7/8/94","4:43:00",Space Shuttle Columbia,STS-65,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","7/8/94","23:05:00",Ariane 44L,"Panamsat-2, Yuri-3N",Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","7/14/94","5:13:00",Cosmos-3M (11K65M),Nadiezhda n†­7,Retired,"",Success,Site 133/3, Plesetsk Cosmodrome, Russia
CASC,"LC-3, Xichang Satellite Launch Center, China","7/21/94","10:55:00",Long March 3,Apstar-1,Retired,"",Success,LC-3, Xichang Satellite Launch Center, China
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","8/2/94","",Cosmos-3M (11K65M),Cosmos 2285,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","8/3/94","23:57:00",Atlas IIA,DBS-2,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","8/5/94","1:12:00",Molniya-M /Block 2BL,Cosmos 2286,Retired,"",Success,Site 16/2, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","8/10/94","23:05:00",Ariane 44LP,"Brasilsat B1, Turksat 1B",Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","8/23/94","14:31:00",Molniya-M /Block ML,Molniya-3 n†­161,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","8/26/94","12:00:00",Zenit-2,Cosmos 2290,Retired,"",Success,Site 45/1, Baikonur Cosmodrome, Kazakhstan
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","8/27/94","8:58:00",Titan IV(401)A,Mercury,Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASC,"LC-2, Xichang Satellite Launch Center, China","8/27/94","23:10:00",Long March 2E,Optus-B3,Retired,"",Success,LC-2, Xichang Satellite Launch Center, China
MHI,"LA-Y1, Tanegashima Space Center, Japan","8/28/94","7:50:00",H-II,Kiku 6,Retired,"",Success,LA-Y1, Tanegashima Space Center, Japan
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","8/29/94","17:38:00",Atlas-E/F Star-37S-ISS,DMSP F-12,Retired,"",Success, Vandenberg AFB, California, USA
Northrop,"NB-52B Carrier, Edwards AFB, California, USA","9/3/94","14:38:00",Pegasus,APEX,Retired,"40.00",Success, Edwards AFB, California, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","9/9/94","0:29:00",Ariane 42L,Telstar 402,Retired,"",Success, Guiana Space Centre, French Guiana, France
NASA,"LC-39B, Kennedy Space Center, Florida, USA","9/9/94","22:22:00",Space Shuttle Discovery,STS-64,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","9/27/94","14:00:00",Cosmos-3M (11K65M),Cosmos 2292,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
NASA,"LC-39A, Kennedy Space Center, Florida, USA","9/30/94","11:16:00",Space Shuttle Endeavour,STS-68,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","10/6/94","6:35:00",Atlas IIAS,Intelsat 703,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","10/8/94","1:07:00",Ariane 44L,"Solidaridad-2, Thaicom-2",Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","10/11/94","14:30:00",Tsyklon-3,Okean 4,Retired,"",Success,Site 32/2, Plesetsk Cosmodrome, Russia
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","10/15/94","5:05:00",PSLV-G,IRS-P2,Retired,"25.00",Success,First Launch Pad, Satish Dhawan Space Centre, India
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","11/1/94","0:37:00",Ariane 42P,Astra 1D,Retired,"",Success, Guiana Space Centre, French Guiana, France
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","11/1/94","9:31:00",Delta II 7925-10,Wind,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","11/2/94","1:04:00",Tsyklon-2,Cosmos 2293,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
NASA,"LC-39B, Kennedy Space Center, Florida, USA","11/3/94","16:59:00",Space Shuttle Atlantis,STS-66,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","11/4/94","5:47:00",Zenit-2,Resurs-O1 n†­3,Retired,"",Success,Site 45/1, Baikonur Cosmodrome, Kazakhstan
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","11/24/94","9:15:00",Zenit-2,Cosmos 2297,Retired,"",Success,Site 45/1, Baikonur Cosmodrome, Kazakhstan
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","11/29/94","2:54:00",Tsyklon-3,Geo-IK 1,Retired,"",Success,Site 32/2, Plesetsk Cosmodrome, Russia
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","11/29/94","10:21:00",Atlas IIA,Orion 1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASC,"LC-2, Xichang Satellite Launch Center, China","11/29/94","17:02:00",Long March 3A,Chinasat-5,Active,"69.70",Partial Failure,LC-2, Xichang Satellite Launch Center, China
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","12/1/94","22:57:00",Ariane 42P,Panamsat-3,Retired,"",Failure, Guiana Space Centre, French Guiana, France
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","12/14/94","14:21:00",Molniya-M /Block ML,Molniya-1T n†­162,Retired,"",Success,Site 43/4, Plesetsk Cosmodrome, Russia
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","12/20/94","5:10:00",Cosmos-3M (11K65M),Cosmos 2298,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","12/22/94","22:19:00",Titan IV(402)A,DSP,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","12/26/94","22:26:00",Tsyklon-3,Cosmos 2299 to 2304,Retired,"",Success,Site 32/2, Plesetsk Cosmodrome, Russia
VKS RF,"Site 175/58, Baikonur Cosmodrome, Kazakhstan","12/26/94","",Rokot/Briz K,Radio-ROSTO,Retired,"",Success,Site 175/58, Baikonur Cosmodrome, Kazakhstan
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","12/30/94","10:02:00",Atlas-E/F Star-37S-ISS,NOAA-J,Retired,"",Success, Vandenberg AFB, California, USA
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","1/10/95","6:18:00",Atlas IIAS,Intelsat 704,Retired,"",Success, Cape Canaveral AFS, Florida, USA
ISAS,"Mu Pad, Uchinoura Space Center, Japan","1/15/95","13:45:00",Mu-III S2,EXPRESS,Retired,"",Partial Failure,Mu Pad, Uchinoura Space Center, Japan
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","1/24/95","3:54:00",Cosmos-3M (11K65M),"Tsikada 1, Faisat 1 & Astrid 1",Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
CASC,"LC-2, Xichang Satellite Launch Center, China","1/25/95","22:40:00",Long March 2E,Apstar 2,Retired,"",Failure,LC-2, Xichang Satellite Launch Center, China
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","1/29/95","1:25:00",Atlas II,USA-108 (UHF F4),Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA","2/3/95","5:22:00",Space Shuttle Discovery,STS-63,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","3/2/95","6:38:00",Space Shuttle Endeavour,STS-67,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","3/2/95","13:00:00",Cosmos-3M (11K65M),Cosmos 2306,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
MHI,"LA-Y1, Tanegashima Space Center, Japan","3/18/95","8:01:00",H-II,Himawari 5 & SFU 1,Retired,"",Success,LA-Y1, Tanegashima Space Center, Japan
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","3/22/95","4:09:00",Cosmos-3M (11K65M),Cosmos 2310,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","3/22/95","6:18:00",Atlas IIAS,Intelsat 705,Retired,"",Success, Cape Canaveral AFS, Florida, USA
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","3/24/95","14:05:00",Atlas-E/F Star-37S-ISS,DMSP F-13,Retired,"",Success, Vandenberg AFB, California, USA
MITT,"Site 158, Plesetsk Cosmodrome, Russia","3/28/95","10:00:00",Start,"EKA-2, Gurwin & UNAMSAT A",Retired,"",Failure,Site 158, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","3/28/95","11:19:00",Ariane 44LP,"Brasilsat B2, Hot Bird 1",Retired,"",Success, Guiana Space Centre, French Guiana, France
Northrop,"Stargazer, Vandenberg AFB, California, USA","4/3/95","13:48:00",Pegasus,Orbcomm F1 and F2 & OrbView-1,Retired,"40.00",Success, Vandenberg AFB, California, USA
IAI,"Pad 1, Palmachim Airbase, Israel","4/5/95","",Shavit,Ofek-3,Retired,"",Success,Pad 1, Palmachim Airbase, Israel
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","4/7/95","23:47:00",Atlas IIA,AMSC-1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","4/21/95","1:44:00",Ariane 40,ERS-2,Retired,"",Success, Guiana Space Centre, French Guiana, France
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","5/14/95","13:45:00",Titan IV(401)A,Mentor,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","5/17/95","6:34:00",Ariane 44LP,Intelsat 706,Retired,"",Success, Guiana Space Centre, French Guiana, France
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","5/23/95","5:52:00",Atlas I,GOES-J,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","5/24/95","20:10:00",Molniya-M /Block 2BL,Cosmos 2312,Retired,"",Success,Site 16/2, Plesetsk Cosmodrome, Russia
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","5/31/95","15:27:00",Atlas II,USA-111 (UHF F5),Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","6/8/95","4:43:00",Tsyklon-2,Cosmos 2313,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","6/10/95","0:24:00",Ariane 42P,DBS-3,Retired,"",Success, Guiana Space Centre, French Guiana, France
Northrop,"Stargazer, Vandenberg AFB, California, USA","6/22/95","19:58:00",Pegasus XL,STEP-3,Active,"40.00",Failure, Vandenberg AFB, California, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","6/27/95","19:32:00",Space Shuttle Atlantis,STS-71,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","7/5/95","3:09:00",Cosmos-3M (11K65M),Cosmos 2315,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","7/7/95","16:23:00",Ariane 40,"Helios 1A, Cerise, LBSAT-1",Retired,"",Success, Guiana Space Centre, French Guiana, France
Lockheed,"SLC-41, Cape Canaveral AFS, Florida, USA","7/10/95","12:38:00",Titan IV(401)A,Trumpet,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA","7/13/95","13:41:00",Space Shuttle Discovery,STS-70,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","7/31/95","23:30:00",Atlas IIA,USA-113 (DSCS IIIB-7),Retired,"",Success, Cape Canaveral AFS, Florida, USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","8/2/95","23:59:00",Molniya-M /Block SO-L,Interbol 1 & Magion 4,Retired,"",Success,Site 43/3, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","8/3/95","22:58:00",Ariane 42L,Panamsat-4,Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","8/9/95","1:21:00",Molniya-M /Block ML,Molniya-3 n†­163,Retired,"",Success,Site 43/3, Plesetsk Cosmodrome, Russia
Lockheed,"SLC-6, Vandenberg AFB, California, USA","8/15/95","22:30:00",Athena I,GemStar 1,Retired,"",Failure, Vandenberg AFB, California, USA
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","8/29/95","0:53:00",Atlas IIAS,JCSAT-3,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","8/29/95","6:41:00",Ariane 42P,N-Star A,Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","8/31/95","6:50:00",Tsyklon-3,Sich 1 & FASat Alfa,Retired,"",Success,Site 32/2, Plesetsk Cosmodrome, Russia
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","9/5/95","11:10:00",Delta II 7925,Koreasat 1,Retired,"",Partial Failure, Cape Canaveral AFS, Florida, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","9/7/95","15:09:00",Space Shuttle Endeavour,STS-69,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","9/24/95","0:06:00",Ariane 42L,Telstar 402R,Retired,"",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","10/6/95","3:23:00",Cosmos-3M (11K65M),Cosmos 2321,Retired,"",Partial Failure,Site 132/1, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","10/19/95","0:28:00",Ariane 42L,Astra 1E,Retired,"",Success, Guiana Space Centre, French Guiana, France
NASA,"LC-39B, Kennedy Space Center, Florida, USA","10/20/95","13:53:00",Space Shuttle Columbia,STS-73,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","10/22/95","8:00:00",Atlas II,USA-114 (UHF F6),Retired,"",Success, Cape Canaveral AFS, Florida, USA
EER,"LP-0A, Wallops Flight Facility, Virginia, USA","10/23/95","22:03:00",Conestoga-1620,METEOR,Retired,"20.00",Failure, Wallops Flight Facility, Virginia, USA
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","10/31/95","20:19:00",Zenit-2,Cosmos 2322,Retired,"",Success,Site 45/1, Baikonur Cosmodrome, Kazakhstan
Boeing,"SLC-2W, Vandenberg AFB, California, USA","11/4/95","14:22:00",Delta II 7920-10,RADARSAT-1 and SURFSAT,Retired,"",Success, Vandenberg AFB, California, USA
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","11/6/95","5:15:00",Titan IV(401)A,Milstar DFS-2,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39A, Kennedy Space Center, Florida, USA","11/12/95","12:30:00",Space Shuttle Atlantis,STS-74,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","11/17/95","1:20:00",Ariane 44P,Infrared Space Observatory,Retired,"",Success, Guiana Space Centre, French Guiana, France
CASC,"LC-2, Xichang Satellite Launch Center, China","11/28/95","11:30:00",Long March 2E,AsiaSat 2,Retired,"",Success,LC-2, Xichang Satellite Launch Center, China
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","12/2/95","8:08:00",Atlas IIAS,SOHO,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","12/5/95","21:18:00",Titan IV(404)A,KH-11 Kennen,Retired,"",Success, Vandenberg AFB, California, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","12/6/95","23:23:00",Ariane 44L,"Telecom 2C, Insat 2C",Retired,"",Success, Guiana Space Centre, French Guiana, France
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","12/15/95","0:23:00",Atlas IIA,Galaxy 3R,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","12/20/95","0:52:00",Tsyklon-2,Cosmos 2326,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","12/28/95","6:45:00",Molniya-M /Block 2BL,IRS-1C & Skipper,Retired,"",Success,Site 31/6, Baikonur Cosmodrome, Kazakhstan
CASC,"LC-2, Xichang Satellite Launch Center, China","12/28/95","11:50:00",Long March 2E,EchoStar 1,Retired,"",Success,LC-2, Xichang Satellite Launch Center, China
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","12/30/95","13:48:00",Delta II 7920-10,XTE,Retired,"",Success, Cape Canaveral AFS, Florida, USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA","1/11/96","9:41:00",Space Shuttle Endeavour,STS-72,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","1/12/96","23:10:00",Ariane 44L,"Panamsat-3R, Measat-1",Retired,"",Success, Guiana Space Centre, French Guiana, France
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","1/14/96","11:10:00",Delta II 7925,Koreasat-2,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","1/16/96","15:33:00",Cosmos-3M (11K65M),Cosmos 2327,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","2/1/96","1:15:00",Atlas IIAS,Palapa C1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France","2/5/96","7:19:00",Ariane 44P,N-Star B,Retired,"",Success, Guiana Space Centre, French Guiana, France
CASC,"LC-2, Xichang Satellite Launch Center, China","2/14/96","19:01:00",Long March 3B,Intelsat 708,Retired,"",Failure,LC-2, Xichang Satellite Launch Center, China
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","2/17/96","20:43:00",Delta II 7925-8,NEAR,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 32/1, Plesetsk Cosmodrome, Russia","2/19/96","0:58:00",Tsyklon-3,Cosmos 2328 to 2330 & Gonets 1 to 3,Retired,"",Success,Site 32/1, Plesetsk Cosmodrome, Russia
NASA,"LC-39B, Kennedy Space Center, Florida, USA","2/22/96","20:18:00",Space Shuttle Columbia,STS-75,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
Boeing,"SLC-2W, Vandenberg AFB, California, USA","2/24/96","11:24:00",Delta II 7925-10,Polar,Retired,"",Success, Vandenberg AFB, California, USA
